Name,ID,Preferred Address City,Preferred Address State Code
Prilenia,5839,Hertzlia,
Primary Care Associates - Radiant Research,4608,Anderson,South Carolina
Primary Care Research South,5629,McMurray,PA
Princess Alexandra Hospital,3320,Harlow,Essex
PRINCESS MARGARET HOSPITAL,2858,TORONTO,ON
Principal Link LLC,3398,Atlanta,GA
Principle Research Solutions,3876,SPOKANE,Washington
PRiSMS Group LLC,5601,Park Ridge,IL
"Private Medical Institution ""Euromedservice""",6018,St.Petersburg,
Private Practice - Dr. Hilton & Partner,5243,Duesseldorf,Nordrhein-Westfalen
Private urological ambulance,3708,Trencin,Slovakia
Privátna urologická ambulancia s.r.o,3321,Piaristick St,
"Pro-Care Research Center, Corp.",5723,Miami Lakes,FL
"Professional Research Network of Kansas, LLC",3203,Wichita,KS
Progressive Clinical Research,3037,Bountiful,Utah
Progressive Medical Research,2651,Port Orange,FL
ProMedica Research,4822,Toledo,Ohio
Protenium Clinical Research,3050,Hurst,Texas
Providence Regional Medical Center Everett,5762,Everett,WA
Providence St. Joseph,6127,Orange,CA
Provita Sp. z o.o.,3791,Katowice,silesia
PROVITA SPECJALISTYCZNA PRAKTYKA GINEKOLOGICZNO-SEKSUOLOGICZNA ZOFIA WIECZERZAK,4138,Lublin,PL
Prüfen Clinical research,5598,Miami,FL
Prywatna Klinika Psychiatryczna Inventiva,3322,KOJETANY,
PSI CRO,5625,,
Psych Atlanta,3390,Marietta,GA
Psychiatric Alliance of the Blue Ridge,2664,Charlottesville,VA
PT&R,2896,Beek,Limburg
Puerto Rico Consortium for Clinical Investigation,3394,Rio Piedras,Puerto Rico
"Pulmonary Associates of Mobile, P.C.",5932,Mobile,AL
"PulmonIx, LLC",3224,Greensboro,NC
PuraVida Clinical Research,5449,,
Q & T Research,4352,Sherbrooke,Quebec
Qcare,5643,,
Q-CROC,5933,Quebec,QC
QEII Halifax Infirmary,5845,Halifax,NS
Q-Pharm Pty Limited,3133,Brisbane,Qld
Qps,6088,Taipei,
Quality Clinical Research Inc.,2485,Omaha,NE
Quality of Life Medical & Research Center,4419,Tucson,Arizona
Quality of Life Medical & Research Center - RxTrials Partner Site,2593,Tucson,AZ
"Qualmedica Research, LLC",4218,Evansville,IN
Queensland Department of Health,4189,Queensland,Queensland
QUEST Research Institute,3105,Farmington Hills,MI
Quincy Medical Group,3379,Quincy,IL
Quorum Review IRB,4072,Seattle,WA
R & D Services ltd,3682,Sofia,Sofia
"Radiant Research - Akron, OH",4596,Akron,Ohio
"Radiant Research - Anderson, SC",4601,Anderson,South Carolina
"Radiant Research - Atlanta, GA",4602,Atlanta,Georgia
"Radiant Research - Cerritos, CA",4800,,
"Radiant Research - Chicago, IL",4595,Chicago,Illinois
"Radiant Research - Cincinnati, OH",4598,Cincinnati,Ohio
"Radiant Research - Columbus, OH",4597,Columbus,Ohio
"Radiant Research - Dallas, TX",4590,Dallas,Texas
"Radiant Research - Denver, CO",4588,Denver,Colorado
"Radiant Research - Greer, SC",4600,Greer,South Carolina
"Radiant Research - Jamaica, NY",4801,,
"Radiant Research - Kansas City, KS",4589,Overland Park,Kansas
"Radiant Research - Minneapolis, MN",4587,Edina,Minnesota
"Radiant Research - Phoenix, AZ",4593,Chandler,Arizona
"Radiant Research - Salt Lake City, UT",4586,Murray,
"Radiant Research - San Antonio, TX",4591,San Antonio,Texas
"Radiant Research - Santa Rosa, CA",4585,,
"Radiant Research - Scottsdale, AZ",4592,Scottsdale,Arizona
"Radiant Research - St. Louis, MO",4599,"St, Louis",Missouri
"Radiant Research - St. Petersburg, FL",4603,Pinellas Park,Florida
"Radiant Research - Tucson, AZ",4594,Tucson,Arizona
"Radiant Research - Washington, DC",4802,,
Rady Children's Hospital San Diego,3266,San Diego,CA
Rainier Clinical Research Center,5649,Renton,WA
"Raleigh Neurology Associates, PA",3991,Raleigh,NC
"Randomize Now, LLC",6068,Atlanta,GA
"Rapid Medical Research, Inc.",3677,Cleveland,Ohio
"Rare Disease Research, LLC",5907,Atlanta,GA
RCMed,4140,Sochaczew,PL
Re:Cognition Health,5693,Plymouth,
Reading Hospital - Clinical Trials Office,2641,West Reading,PA
RealTime-CTMS,2516,San Antonio,TX
REATA,5510,Irving,TX
"Red River Medical Research Center, LLC",5460,Oklahoma City,OK
Regeneron,3231,Tarrytown,NY
Regional Children Clinical Hospital,3668,Kharkiv,Kharkiv Regional
"Regional Clinical Research, Inc.",2429,Endwell,NY
REGIONAL HOSPITAL IN KONIN,2859,KONIN,
"Regional Infectious Diseases and Infusion Center, Inc.",3162,Lima,OH
Rehabilitation Medicine and Sports Services - RX Trials,4549,Brooklyn Heights,New York
Relaro Medical Trials,2767,Dallas,TX
"Remington-Davis, Inc.",3595,Columbus,OHIO
Renew Health Clinical Research LLC,5893,Snellville,GA
Renovatio Clinical,5955,Houston,TX
Renstar Medical Research,2495,Ocala,FL
"Research & Innovation, Portsmouth Hospitals NHS Trust",3778,Portsmouth,Hampshire
Research Across America,3622,Dallas,Texas
Research and Healthcare Consulting,4151,Hendersonville,TN
Research And Me LLC,5535,Honolulu,HI
Research Institute of Deaconess Clinic,3357,Evansville,IN
Research Strategies of Memphis,6025,Memphis,TN
"Research Support Services, Monash Health",3437,Clayton,Victoria
Research Works,5698,New Orleans,LA
"Research! Mississippi, Inc.",3529,Jackson,MS
"Research, Incorporated",3537,Memphis,TN
ResMedica,3822,KOJETANY,
Respiratory Clinical Trials Unit,2776,Adelaide,South Australia
Respiratory Research Unit,3918,Hamilton,Waikato
RESPIRE Research LLC,5540,San Diego,CA
"Retina Macula Specialists of Miami, LLC",3624,Miami,FL
Reumatica,3823,KOJETANY,
Revita Reumatologiai Rendelo,3642,Budapest,Pest
"Revival Research Institute, LLC",4227,Southfield,Michigan
Revived Soul Clinical Trials,5763,Staten Island,NY
Rheumatology and Immunotherapy Center,3634,Franklin,WI
Richmond Behavioral Associates,6040,Staten Island,NY
Ridge Family Practice - Radiant Research,4313,Council Bluffs,Iowa
RiggsSite,2682,,
Ripple Effect,5934,Fairfield,CA
Rise Clinical Research,5787,Missouri City,TX
"Rita B Chuang, MD LLC - Radiant Research",4312,Henderson,Nevada
River City Clinical Research,5374,,
Riverside Cardiology Associates,5687,Riverside,CA
Riverside Clinical Research,2915,Edgewater,Florida
Riverstar Research,5942,New Orleans,LA
Rivus Wellness and Research Institute,6024,Oklahoma City,OK
RM Medical Research Inc.,5775,Miami,FL
RM Pharma Specialists SA de CV,4236,Mexico city,Ciudad de Mexico
RMC Medical Research Ltd,3721,Dunedin,Otago
Roche,3618,South San Francisco,CA
"Rochester Clinical Research, Inc",5560,Rochester,NY
"Rocks Medical Research Institute, Inc.",3393,Fresno,California
Rocky Mountain Movement Disorders Center,5529,Englewood,CO
Root Health,5985,Pittsburgh,PA
Roseman University of Health Sciences,6001,Las Vegas,NV
Rowan University School of Osteopathic Medicine,3291,Stratford,NJ
Royal Adelaide Hospital,3648,Adelaide,SA
Royal Adelaide Hospital Stroke Research Department,3644,Adelaide,South Australia
Royal Brisbane & Women's Hospital Cancer Clinical Trials,4902,Brisbane,Queensland
Royal Brompton & Harefield NHS Foundation Trust,3761,London,North West London
Royal Cornwall Hospital,4260,Truro,Cornwall
Royal Devon & Exeter Hospital,3755,Exeter,Devon
Royal Devon & Exeter NHS Foundation Trust,3999,EXETER,Devon
Royal Free London NHS Foundation Trust,4119,London,London
Royal Orthopaedic Hospital NHS Foundation Trust,4065,Birmingham,West Midlands
Royal Preston Hospital,3969,Preston,Lancashire
Royal Prince Alfred Hospital - Institute of Haematology,4154,Camperdown,Nsw
"Royal Research, Corp",5708,Pembroke Pines,FL
Royal Wolverhampton Trust,3793,Cannock,Staffordshire
Rush University Medical Center,3064,Chicago,IL
Rutgers Robert Wood Johnson Medical School,5467,New Brunswick,NJ
RxTrials,2614,Ellicott City,MD
RxTrials Partner Site - Amherst Family Practice,2743,Winchester,VA
SA Pathology Metabolic Clinical Trials Unit,3652,North Adelaide,SA
"Sacramento Ear, Nose, and Throat",3025,Sacramento,CA
"Saginaw Valley Medical Research Group, LLC",2636,Saginaw,MI
Saint John of God Geelong Hospital,3987,Geelong,Victoria
"Salem Research Institute, Inc.",3554,Salem,VA
Salford Royal NHS Foundation Trust,3942,Eccles,Manchester
Salinas Valley Memorial Health System,3636,Salinas,CA
"Salisbury Foundation for Research and Education, Inc.",3555,Salisbury,NC
"SALL RESEARCH MEDICAL CENTER, INC",2618,ARTESIA,CA
Saltzer Health,3877,Nampa,ID
SALVE MEDICA sp. z o.o. sp. komandytowa,4141,Lódz,PL
SAM Clinical Research Center,4471,San Antonio,Texas
Samaritan Health Services,2928,Corvallis,OR
San Francisco Research Institute,5865,San Francisco,CA
Sanford Research,3073,Sioux Falls,SD
"Sanitas Research, LLC",3971,Miami,FL
Sanofi,3477,Cambridge,MA
Sanos Clinic A/S,4113,Herlev,Greater Copenhagen
SANT JOAN DE DEU RESEARCH FOUNDATION,5740,ESPLUGUES DE LLOBREGAT,
Santa Monica Clinical Trials,3375,Santa Monica,CA
Sante Clinical Research LLC,5898,Kerrville,TX
Sarah Cannon Research Institute UK,3181,London,London
Sarkis Clinical Trials,2622,Gainesville,FL
SC COVAMED SERV SRL,3189,SFANTU GHEORGHE,Covasna
SCALA Clinical Research,4264,Bucharest,
SCB Research Center,4077,Bayamon,PR
SCHHS - Nambour General Hospital,3118,Nambour,Queensland
Science Connections,3418,Doral,Florida
Science Connections,5696,Miami,FL
ScienceMedia,5796,San Diego,CA
"Scientific Clinical Research, Inc.",4443,North Miami,Florida
SCRS,3711,Ellicott City,MD
SD UroResearch,4422,San Diego,California
sdf,2962,,
"SDS Clinical Trials, Inc.",2544,Orange,CA
Sea Road Surgery,3767,Bexhill-on-Sea,East Sussex
Seacoast Kidney & Hypertension,6009,Portsmouth,NH
Seattle Institute for Biomedical and Clinical Research,3562,Seattle,WA
Seaview Jacksonville,3012,Jacksonville,FL
"Seaview Research, Inc-Miami",3011,Miami,FL
SEC Clinical Research,5761,Andalusia,AL
Segal Institute for Clinical Research,2619,North Miami,Florida
Self employed,5613,Krugersdorp North,Gauteng
Self Regional Healthcare Research Center (Advanced Research Associates),2719,Hodges,SC
Semmelweis University Heart and Vascular Center,4080,Budapest,.
Sensible Healthcare,3055,Ocoee,FL
sensorium,3185,Skórzewo,wielkopolska
Sentral Clinical Research Services,2500,Cincinnati,OH
Seoul National University Hospital (SNUH),3415,Jongno-gu,Seoul
Seoul St. Mary's Hospital,4183,Seoul,
Sepulveda Research Corporation,3563,Sepulveda,CA
SeraCollection Research LLC,4211,Montebello,CA
SERES Research Center Cognitive Neuroscience Appied,3915,CABA,BA
SERRG Inc.,4357,Columbus,Georgia
Sestron Clinical Research,3108,Marietta,GA
Severance Hospital,3701,,
SGRD HOSPITAL,2860,AMRITSAR,
Sheepcot Medical Centre,4162,Watford,Herts
Sheffield Health & Social Care NHS Foundation Trust,5543,Sheffield,
Sheffield Teaching Hospitals NHS Foundation Trust,3996,Sheffield,South Yokshire
Shin Kong Wu Ho-Su Memorial Hospital,3324,Taipei City,
Show Chwan Memorial Hospital,3860,Changhua County,
Shrewsbury & Telford Hospital NHS Trust,3997,Shrewsbury,Shropshire
Shriners Hospitals for Children,3267,Boston,ME
Shrock Orthopedic Research,4001,Fort Lauderdale,Florida
"SI ""Institute of Blood Pathology and Transfusion Medicine NAMS of Ukraine""",5721,Lviv,
Sierra Veterans’ Research and Education Foundation,3552,Reno,NV
SIGAL SMS GmbH,3227,Leipzig,
SignalPath,5519,Raleigh,NC
Sijhih Cathay General Hospital,3861,New Taipei City,
Silmedic,4142,Katowice,PL
SIM-CRCC,6020,TEMUCO,
Simmons Cancer Institute,5813,Springfield,IL
Simon Williamson Clinic - Radiant Research,4613,Birmingham,Alabama
Simpliv LLC,5537,Fremont,CA
SINACOR,6003,CULIACAN,SINALOA
Sir Charles Gairdner Hospital,4194,Western Australia,
Siriraj Hospital,3325,,
SiteWorks Clinical Research,5968,Paderborn,
SK Biopharm,6057,송파,서울
SKDS Research Inc,5489,Newmarket,ON
Skin Health Institute Inc.,3448,Carlton,Victoria
Skips Knaps,5635,,
SKY Clinical Research Network Group,5710,Atlanta,GA
"Skyline Medical Center, PC - Radiant Research",4606,Elkhorn,Nebraska
Slovak research center,3707,Trencin,Slovakia
Smart Medical Research Inc,5479,Jackson Heights,NY
SMO Bulgaria,5472,Sofia,
Smolensk State Medical University Russia,4221,Smolensk,
SMO-Pharmina,5564,Tbilisi,NA
SMO-Pharmina LTD,5742,Tbilisi,NA
"Sociedad de Investigacion Cientifica, Inc.",3561,San Juan,PR
"Solutions Through Advanced Research, Inc.",2899,Jacksonville,FL
Somerset Partnership NHS Foundation Trust,4064,South Petherton,Somerset
Sonar Clinical Research,4259,Atlanta,Ga
Songklanagarind Hospital,3326,songran,
Sonic Clinical Trials (SMO),4206,Macquarie,
Sound Shore Medical Center - RX Trials Partner Site,4551,New Rochelle,New York
SOUSEIKAI Global Clinical Research Center,4115,Fukuoka-shi,Fukuoka-ken
South Bend Clinic Research,2514,South Bend,IN
"South Broward Research, LLC",3603,Pembroke Pines,FL
South Carolina Clinical Research,6053,Orangeburg,SC
South Eastern Sydney Local Health District,4203,New South Wales,
South Florida Clinical Research,3984,Miami,FL
"South Florida Clinical Research Institute, LLC( SFCRI,LLC)",3925,Margate,FL
South Florida Kidney Partners,3419,Miami,Florida
SOUTH FLORIDA MEDICAL RESEARCH,3623,AVENTURA,FLORIDA
"South Florida Veterans Affairs Foundation for Research and Education, Inc.",3538,Miami,FL
South Lake Pain Institute,3235,Clemont,FL
South Oxford Health Centre,4055,Oxford,Oxfordshire
South Staffordshire and Shropshire Healthcare NHS Foundation Trust,3993,Stafford,Staffordshire
South Tees Hospitals NHS Foundation Trust,3229,Middlesbrough,Teesside
Southampton General Hospital,3797,Southampton,Hampshire
"Southeast Clinical Research, LLC",2741,Chiefland,FL
Southend University Hospital NHS Foundation Trust,5476,Westcliff-on-Sea,
Southern California Institute for Research & Education,3534,Long Beach,CA
"Southern Clinical Research Management and Consulting, Inc.",2761,Tallahassee,FL
Southern Clinical Trials,3161,Christchurch,
Southern Clinical Trials - Waitemata,3134,Auckland,Auckland
Southern Health NHS Foundation Trust,3780,Southampton,Hampshire
Southern Utah Medical Research,3924,St. George,Utah
Southside Hospital,4639,,
SouthWarwickshireResearchPartnership,5456,warwickshire,
Southwest Care,3389,Santa Fe,NM
"Southwest Family Physicians, PC - Radiant Research",4622,Omaha,Nebraska
"Southwest Houston Research, Ltd.",2749,Houston,TX
Soweto Clinical Trials Centre,3665,Johannesburg,Gauteng
Sparrow Clinical Research Institute,2555,Lansing,MI
Spartanburg Medical Research,5859,Spartanburg,SC
"Special Hospital for Psychiatric Diseases \""""Sveti Vracevi\""""",3327,uzice,
Specialty Networks LLC,5624,Rocky River,OH
Specjalistyczna Poradnia Pulmonologiczna,3803,KOJETANY,Poland
"Spectrum Dermatology, PLLC - RxTrials",5731,Scottsdale,AZ
Spectrum Health,5909,Grand Rapids,MI
"Spectrum Medical Research, LLC",4627,,
SPHPM Monash University,5599,Melbourne,Victoria
Spine Institute of Louisiana,4076,Shreveport,LA
Spokane Eye Clinical Research,4124,Spokane,WA
St George Private Hospital,3653,Kogarah,NSW
St George’s Hospital,3772,London,South London
St George's University Hospitals NHS Foundation Trust,3832,London,London
St John of God Bunbury Hospital,3135,Bunbury,Western Australia
St John of God Subiaco Hospital,3347,Perth,WA
"ST LUKE'S MEDICAL CENTER, MANILA",2861,MANILA,
St Vincent's Hospital,3976,Fitzroy,Victoria
St Vincents Hospital Sydney,3111,Darlinghurst,NSW
St. Anthony's Medical Center,2508,St Louis,MO
St. Clair Nephrology Research,2748,Roseville,MI
St. George Kidney Care,5492,Saint George,UT
St. Johns Center for Clinical Research,5375,,
St. Joseph's/Candler Health System,4505,Savannah,Georgia
St. Jude Children's Research Hospital,5869,Memphis,TN
St. Lawrence Health System,5679,,
St. Louis Clinical Trials,3906,St Louis,MO
St. Louis Pain Consultants,5885,Chesterfield,MO
"St. Luke's Medical Center, Global City",3328,philippines,
"St. Luke's Medical Center, Quezon City",3329,Philippines,
St. Vincent Heart Center,3373,Indianapolis,IN
St. Vincent's Hospital Melbourne,2885,Fitzroy,VIC
St.Luke's International Hospital,3057,Tokyo,Tokyo
STAAMP Research,6067,San Antonio,TX
Stamford Therapeutics Consortium,2502,Stamford,CT
Stanford Cancer Institute,3607,Palo alto,CA
STANFORD HOSPITAL AND CLINICS,2862,STANFORD,CA
Stanford University,3605,Palo Alto,CA
Staploe Medical Centre,3872,"Soham, Ely",Cambs
START Taipei Biomedical Inc.,4078,Taipei City,Taiwan
State Institution,3330,,
Staten Island University Hospital - North Site,4640,,
"Sterling Research Group, Ltd.",2613,Cincinnati,OH
Steven and Alexandra Cohen Children's Medical Center of New York,4641,,
Stiris Research,5525,London,ON
Stiris Research Inc.,3269,London,Ontario
St-Jerome Medical Research Inc.,3331,lyon,
Stockport NHS Foundation Trust,3749,Stockport,Greater Manchester
STONY BROOK UNIVERSITY HOSPITAL,2863,PORT JEFFERSON,NY
"StudyMetrix Research, LLC",4051,Saint Peters,Missouri
Styde Research LLC,5956,Plano,TX
Suburban Research Associates,2609,Media,PA
SUEZ CANAL UNIVERSITY,2864,ISMAILIA,
Sultan Qaboos University Hospital - Child Health Department,3332,Nizwa,
Summa Heatlh,5436,,
Summit Medical Group,6047,Florham Park,NJ
Summit Research Network,6095,Portland,OR
"Sumy State University, Medical Institute, Chair of Paediatrics, City Council Municipal Institution ""Sumy City Children's Hospital of St. Zinaida""",5781,Sumy,
"Sun Valley Research Center, Inc.",3716,Imperial,CA
Sunbeam Clinical Research,4245,Prosper,TX
Suncoast Clinical Research,2503,New Port Richey,FL
"Suncoast Neuroscience Associates, Inc.",4472,St. Petersburg,Florida
Suncoast Research Group,2750,Miami,FL
"Sundance Clinical Research, LLC",2905,St. Louis,MO
Sunrise Medical Research,5348,,
Sunshine Coast University Hospital,5966,Sunshine Coast,
Sunshine Coast University Private Hospital,5602,Sunshine Coast,
"Sunstone Medical Research, LLC",4374,Medford,Oregon
SUNY CVRC,5863,New York,NY
Superior Clinical Research,6077,Clayton,NC
Sutter Institute for Medical Research,5764,Sacramento,CA
"Suzanne Bruce & Associates, P.A.",2504,Houston,TX
Svet Zdravia,5795,Bratislava,Bratislava
"Sweet Hope Research Specialty, Inc",3467,Hialeah,FL
Swietokrzyskie Centrum Onkologii,3817,wraclaw,
Sydney Retina,5413,,
Sydney Retina Clinic & Day Surgery,3705,Sydney,NSW
SYED RESEARCH CONSULTANTS LLC,4226,SHEFFIELD,ALABAMA
"SynCore Biotechnology Co., Ltd.",3862,Taipei City,
Syneos Health,3172,Camberley,Surrey
"Synergy Clinical Research, LLC",5531,Milton,FL
Synexus,2955,Chorley,Lancashire
Synexus Bulgaria Clinical Research Centre,4384,,
Synexus Hungary Clinical Research Centre,4385,,
Synexus Leipzig Clinical Research Centre,4386,,
Synexus Ltd,2956,,
Synexus Poland Wroclaw Clinic,4381,Chorley,
Synexus Polska SP Z O. O.,4387,,
Synexus South Africa Watermeyer Centre,4383,,
Synexus UK,4382,,
Synexus Ukraine Clinical Research Centre,4388,,
Syosset Hospital,4642,,
Szabolcs-Szatmár-Bereg Megyei Kórházak és Egyetemi Oktatókórház,4025,Nyíregyháza,.
Szent Erzsébet Kórház,4039,Eger,
Szent Imre Hospital Budapest,4024,Budapest,
Szent Imre University Teaching Hospital,4027,Budapest,
SZIGO2000 Bt,5639,Szentes,Csongrad
Szpital Uniwersytecki nr 2 im.dr J. Biziela,5718,85-168 Bydgoszcz,
T. Joseph Raoof MD Inc/Encino Research Center,5727,Encino,CA
T.H.A.T. Girl Inc,6035,Riverside,CA
Taichung Hospital MOHW,5597,Taichung City,
Taichung Veterans General Hospital,6079,Kaohsiung city,
Taichung Veterans General Hospital,3863,Taichung City,
Taipei CIty Hospital,6085,Taipei,
Taipei City Hospital,4164,Taichuna,
Taipei Medical University,5967,Taipei,Taipei
Taipei Medical University Hospital,4091,Taipei City,Taiwan
Taipei Medical University Shuang Ho Hospital,3864,New Taipei City,
Taipei Municipal Wanfang Hospital,3871,Taipei City,
Taipei Veteran General Hospital,3333,Taichuna,
Taipei Veterans General Hospital,3865,Taipei City,
Taiwan Liposome Company,3866,Taipei City,
Tampa Bay Clinical Research Center,2505,Brandon,FL
Tampa Bay Medical Research,2477,Clearwater,FL
Tampa General Hospital,5556,Tampa,FL
Tampa VA Research and Education Foundation,3568,Temple Terrace,FL
Tanvex,5803,Irvine,CA
Target Health Inc.,2840,New York,
"Tatum Highlands Medical Associates, PLLC - Radiant Research",4311,Phoenix,Arizona
Taunton & Somerset NHS Foundation Trust,4068,Taunton,Somerset
Tauranga Hospital,3892,Tauranga,Bay of Plenty
TCFCT,5503,Mobile,AL
"Tees, Esk and Wear Valleys NHS Foundation Trust",3211,Normanby,Middlesborough
Tekton Research,2706,Austin,TX
Telemedicine Technologies,6122,Boulogne-Billancourt,Select State
Telethon Kids Institute,4204,Western Australia,
Test,3747,Ellicott City,Maryland
Test - Jessica,3990,Ellicott City,MD
Test company,4056,Baltimore,MD
test site,2656,testville,MD
Test Site 1/12/2015,2937,,
Test Site Jimmy,5791,,
Test Test,4121,Nowhere,Somewhere
Test Test Test,5858,Albany,OR
TEWV NHS Foundation Trust,5349,,
Texas Diabetes and Endocrinology,5757,Round Rock,TX
TEXAS HEALTH INSTITUTE; UNIVERSITY OF TEXAS,2865,AUSTIN,TX
Texas Health Research & Education Institute,4248,Fort Worth,TX
Texas Heart Institute,5790,Houston,TX
Texas Oncology,5632,Dallas,TX
Texas Oncology - Austin,4262,Austin,TX
"Texas Pharmaceutical Research, LP, dba, Research Across America",2582,Dallas,TX
"Texas Pulmonary and Critical Care Consultants, P.A./Arlington",4507,Arlington,Texas
"Texas Pulmonary and Critical Care Consultants, P.A./Fort Worth",2678,Fort Worth,Texas
Texas Tech University Health Sciences Center,3039,Lubbock,Texas
The Alverton Practice,3757,Penzance,Cornwall
The Atherstone Surgery,4082,Atherstone,Warwickshire
The Bay of Plenty Clinical Trials Unit,5974,Tauranga,Bay of Plenty
The Bermuda and Marlowe Practice,3779,Basingstoke,Hampshire
the Brain Hospital affiliated to Nanjing Medical University,6029,Nanjing,
THE CANCER INSTITUTE HOSPITAL OF JFCR,2866,KOTO-KU,
The Cataract & Glaucoma Center,5550,El Paso,TX
The Center for Women's Health and Wellness,3018,Plainsboro,NJ
The Children's Hospital at Westmead,3216,Wesmead,Wesmead
The Children's Hospital at Westmead,5038,Wesmead,
The Children's Hospital of Philadelphia,5257,Philadelphia,PA
The Children's Mercy Hospital,3271,Kansas City,MO
THE CHINESE UNIVERSITY OF HONG KONG,2867,HONG KONG,
The Christie NHS Foundation Trust,3602,MANCHESTER,Select
The Cooper Health System,5445,Camden,NJ
"The Core Research Associates, LLC",3630,MIAMI,Florida
"The Corvallis Clinic, PC",2506,Corvallis,OR
The Dudley Group NHS Foundation Trust,4085,Dudley,West Midlands
"The Education & Research Foundation, Inc.",2621,Lynchburg,Virginia
The Eye Care Institute,3363,Louisville,Kentucky
The Eye Care Institute,6093,Louisville,KY
The Feinstein Institute for Medical Research,4644,Manhasset,NY
The Heart House - CADV,3184,Sewell,NJ
The Heart Institute at Largo,3148,Largo,FL
The Indiana Clinical Trials Center,3593,Plainfield,IN
The King’s Health Partners Clinical Trials Office,3769,London,South London
"The Medical Research Network, LLC",3220,New York,New York
The Mid Yorkshire Hospitals Trust,5459,Wakefield,
The NeuroMedical Center,5380,,
The Newcastle upon Tyne Hospitals NHS Foundation Trust,3355,Newcastle upon Tyne,Newcastle upon Tyne
The Newcastle upon Tyne Hospitals NHS FT,3798,Newcastle upon Tyne,Tyne and Wear
The Ohio Clinical Trials Collaborative,2752,Durham,NC
The Oklahoma Heart Hospital Research Foundation,2774,Oklahoma City,OK
The Polyclinic,3978,Seattle,WA
The Prince Charles Hospital,5083,Brisbane,Queensland
The Queen Elizabeth Hospital King's Lynn,4067,King's Lynn,Norfolk
"The Research Corporation of Long Island, Inc.",3531,Kings Park,NY
The Research Foundation for The State University of New York,3662,Albany,NY
"The Research Group of Lexington, LLC",5628,Lexington,KY
The Rockefeller University,5910,New York,NY
The Royal Bournemouth Hospital,3777,Bournemouth,Dorset
The Royal Women's Hospital,3120,Parkville,Victoria
The Society for Clinical Research Sites,4658,,
The START Center for Cancer Care,5422,San Antonio,TX
"The Stern Cardiovascular Foundation, Inc.",5575,Germantown,TN
"The Sydney Partnership for Health, Education, Research & Enterprise (SPHERE)",4196,New South Wales,
THE UNIVERSITY OF HUDDERSFIELD,2868,HUDDERSFIELD,
The University of Iowa Hospitals and Clinics,3272,Iowa City,Iowa
THE UNIVERSITY OF TEXAS MD ANDERSON CANCER CENTER,2869,HOUSTON,TX
The Walton Centre NHS FT,5474,Liverpool,
The White Horse Medical Practice,4069,Faringdon,Oxon
"Thomas C. Lenzmeier, M.D., P.C. - Radiant Research",4617,Glendale,Arizona
Thomas Jefferson University,4265,Philadelphia,PA
Thrivor,5585,Cremorne,Victoria
Thunderbird Internal Medical - Radiant Research,4302,Glebdale,Arizona
"Timber Lane Allergy & Asthma Research, LLC",3408,South Burlington,Vermont
"Top GCP Management, Inc.",6036,Oxnard,CA
"Top Medical Research, Inc",4157,Cutler Bay,FL
Toronto Memory Program,4363,Toronto,Ontario
Total Clinical Trial Management,5980,Dallas,TX
"Total Research Group, LLC",3829,Miami,Florida
Touchstone Clinical Research-RxTrials Partner Site,2738,Flushing,New York
Townsville Hospital and Health Servcie,3899,Townsville,Qld
tpusa,6083,Brampton,ON
Tranquil Clinical Research,5566,Friendswood,TX
TransCelerate BioPharma Inc.,5530,Conshohocken,PA
Translational Research institute,3975,Woolloongabba,QLD
Triad Clinical Trials,3690,Greensboro,North Carolina
Trial Management Group Inc.,3957,Toronto,Ontario
Trialcare AG,5499,Kastanienbaum,
Trialfacts,5825,Melbourne,
"Trialogic Research, Inc.",2717,Murrieta,CA
"TrialScope, Inc.",5694,Jersey City,NJ
TrialScout,5647,,
TrialSite News LLC,5969,Salt Lake City,UT
"Trialspark, Inc.",3935,New York,NY New York
Tribe Clinical Research-dba Mountian View Clinical Research,2567,Greenville,SC
"Tri-County Research, Inc.",5481,Sterling Heights,MI
Trifecta,3911,Los Angeles,California
Trinity Health,3273,Newtown Square,PA
TRIO-US Network,5462,Los Angeles,CA
Tri-Service General Hospital,3867,Taipei City,
Tri-State Mountain Neurology,5381,,
"TriState Urologic Services PSC Inc., dba The Urology Group",3061,Cincinnati,OH
Troy Internal Medicine P.C. Research,2929,Troy,MI
True North Clinical Research,3610,Halifax,Nova Scotia
Truman VA Medical Research Foundation,3515,Columbia,MO
Tuscaloosa Research and Education Advancement Corporation,3571,Tuscaloosa,AL
Tyson Eye of Cape Coral Eye Center,3034,Cape Coral,FLORIDA
U.Aim SMO,5758,Lviv,
UC Davis,5418,,
UC Davis Clinical Trials Office,3720,Sacramento,CA
UC health,5929,Cincinnati,OH
UCLA Health,5906,Los Angeles,CA
UCSF Helen Diller Family Comprehensive Cancer Center,5468,San Francisco,CA
Uczelnia Lazarskiego,3825,,
Ukraine Associated Biobank,5606,Kharkiv,
Ultragenyx Pharmaceutical Inc.,6013,Waltham,MA
UNC Chapel Hill,3411,Chapel Hill,NC
UNF,5610,Jacksonville,FL
Unicorn Protego SMO,3972,Vinnytsia,N/A
Unidad de Investigación Clínica. Universidad Austral,5251,,
"Uniklinik Dresden, Medizinische Klinik1 Haus 2 DG",3334,,
"UniMed Center, LLC",4502,East Brunswick,New Jersey
UNITED HOSPITAL,2870,DHAKA,
"Universitaetsklinikum Freiburg, Klinik Fuer Augenh",5280,,
